lake_name,age_CE,varve_thick,lat,lon,ref
Holzmaar,1973,2.857142857142857,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1972,2.857142857142857,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1971,5.238095238095238,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1970,3.3333333333333335,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1969,3.8095238095238098,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1968,3.047619047619047,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1967,2.761904761904762,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1966,3.4285714285714284,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1965,2.857142857142857,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1964,3.7142857142857144,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1963,5.238095238095238,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1962,3.4285714285714284,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1961,2.5714285714285716,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1960,2.857142857142857,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1959,2.1904761904761907,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1958,2.6666666666666665,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1957,1.7142857142857142,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1956,2.380952380952381,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1955,1.7142857142857142,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1954,1.9047619047619049,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1953,2.5714285714285716,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1952,1.9047619047619049,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1951,2.4761904761904763,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1950,2.380952380952381,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1949,1.3333333333333333,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1948,2.5714285714285716,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1947,2.1904761904761907,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1946,3.142857142857143,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1945,2.2857142857142856,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1944,1.619047619047619,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1943,2.1904761904761907,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1942,1.9047619047619049,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1941,4.285714285714286,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1940,3.8095238095238098,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1939,4.095238095238095,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1938,2.857142857142857,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1937,4.9523809523809526,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1936,2.380952380952381,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1935,2.6666666666666665,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1934,4.285714285714286,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1933,2.1904761904761907,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1932,3.3333333333333335,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1931,2.0952380952380953,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1930,3.3333333333333335,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1929,4.476190476190476,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1928,3.619047619047619,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1927,4.285714285714286,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1926,2.380952380952381,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1925,1.7142857142857142,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
Holzmaar,1924,3.047619047619047,50.1188889,6.8791667,"Zolitschka, B., 1996. High Resolution Lacustrine Sediments and Their Potential for Palaeoclimatic Reconstruction, in: Jones, P.D., Bradley, R.S., Jouzel, J. (Eds.), Climatic Variations and Forcing Mechanisms of the Last 2000 Years. Springer Berlin Heidelberg, Berlin, Heidelberg, pp. 453–478. Available at: https://doi.org/10.1007/978-3-642-61113-1_21
"
